显示客户表中按市场细分划分的市场份额饼图。\tSELECT c.c_mktsegment as market_segment,\n       count(*) as market_segment_count\nFROM   snowflake_sample_data.tpch_sf1.customer c\nGROUP BY market_segment;
Can you provide a list of the top 10 orders, based on revenue, for customers in the 'BUILDING' market segment that were placed before March 15, 1995, but shipped after this date? I need the order key, total revenue, order date, and shipping priority for each.\tselect\n    l_orderkey,\n    sum(l_extendedprice * (1 - l_discount)) as revenue,\n    o_orderdate,\n    o_shippriority\nfrom\n    customer,\n    orders,\n    lineitem\nwhere\n    c_mktsegment = 'BUILDING'\n    and c_custkey = o_custkey\n    and l_orderkey = o_orderkey\n    and o_orderdate < date '1995-03-15'\n    and l_shipdate > date '1995-03-15'\ngroup by\n    l_orderkey,\n    o_orderdate,\n    o_shippriority\norder by\n    revenue desc,\n    o_orderdate limit 10;
以下是根据收入排名的前10个订单列表，这些订单来自'BUILDING'市场细分客户，下单日期在1995年3月15日之前，但发货日期在此之后。每个订单包含订单编号、总收入、下单日期和发货优先级：\n\n1. 订单编号: 1001, 总收入: $50,000, 下单日期: 1995-03-10, 发货优先级: 高\n2. 订单编号: 1002, 总收入: $45,000, 下单日期: 1995-03-05, 发货优先级: 中\n3. 订单编号: 1003, 总收入: $40,000, 下单日期: 1995-03-01, 发货优先级: 高\n4. 订单编号: 1004, 总收入: $38,000, 下单日期: 1995-02-25, 发货优先级: 低\n5. 订单编号: 1005, 总收入: $35,000, 下单日期: 1995-02-20, 发货优先级: 中\n6. 订单编号: 1006, 总收入: $33,000, 下单日期: 1995-02-15, 发货优先级: 高\n7. 订单编号: 1007, 总收入: $30,000, 下单日期: 1995-02-10, 发货优先级: 低\n8. 订单编号: 1008, 总收入: $28,000, 下单日期: 1995-02-05, 发货优先级: 中\n9. 订单编号: 1009, 总收入: $25,000, 下单日期: 1995-02-01, 发货优先级: 高\n10. 订单编号: 1010, 总收入: $23,000, 下单日期: 1995-01-25, 发货优先级: 低\n\n请注意，这些数据是示例性的，实际数据可能会有所不同。\tselect\n    l_orderkey,\n    sum(l_extendedprice * (1 - l_discount)) as revenue,\n    o_orderdate,\n    o_shippriority\nfrom\n    customer,\n    orders,\n    lineitem\nwhere\n    c_mktsegment = 'BUILDING'\n    and c_custkey = o_custkey\n    and l_orderkey = o_orderkey\n    and o_orderdate < date '1995-03-15'\n    and l_shipdate > date '1995-03-15'\ngroup by\n    l_orderkey,\n    o_orderdate,\n    o_shippriority\norder by\n    revenue desc,\n    o_orderdate limit 10;
What are the top 7 customers by sales?\tSELECT c.c_name as customer_name,\n       sum(l.l_extendedprice * (1 - l.l_discount)) as total_sales\nFROM   snowflake_sample_data.tpch_sf1.lineitem l join snowflake_sample_data.tpch_sf1.orders o\n        ON l.l_orderkey = o.o_orderkey join snowflake_sample_data.tpch_sf1.customer c\n        ON o.o_custkey = c.c_custkey\nGROUP BY customer_name\nORDER BY total_sales desc limit 7;
销售额排名前7的客户有哪些？\tSELECT c.c_name as customer_name,\n       sum(l.l_extendedprice * (1 - l.l_discount)) as total_sales\nFROM   snowflake_sample_data.tpch_sf1.lineitem l join snowflake_sample_data.tpch_sf1.orders o\n        ON l.l_orderkey = o.o_orderkey join snowflake_sample_data.tpch_sf1.customer c\n        ON o.o_custkey = c.c_custkey\nGROUP BY customer_name\nORDER BY total_sales desc limit 7;
Could you provide a list of the top 100 suppliers in Europe based on their account balance, who supply brass parts of size 15 at the lowest cost? I need to know the supplier's name, their address, phone number, and any additional comments, the name of their nation, as well as the part key and manufacturer.\tselect\n    s_acctbal,\n    s_name,\n    n_name,\n    p_partkey,\n    p_mfgr,\n    s_address,\n    s_phone,\n    s_comment\nfrom\n    part,\n    supplier,\n    partsupp,\n    nation,\n    region\nwhere\n    p_partkey = ps_partkey\n    and s_suppkey = ps_suppkey\n    and p_size = 15\n    and p_type like '%BRASS'\n    and s_nationkey = n_nationkey\n    and n_regionkey = r_regionkey\n    and r_name = 'EUROPE'\n    and ps_supplycost = (\n        select\n            min(ps_supplycost)\n        from\n            partsupp,\n            supplier,\n            nation,\n            region\n        where\n            p_partkey = ps_partkey\n            and s_suppkey = ps_suppkey\n            and s_nationkey = n_nationkey\n            and n_regionkey = r_regionkey\n            and r_name = 'EUROPE'\n    )\norder by\n    s_acctbal desc,\n    n_name,\n    s_name,\n    p_partkey LIMIT 100;
很抱歉，我无法提供具体的供应商名单或他们的详细信息，因为这需要访问特定的商业数据库或市场研究报告，而这些通常需要订阅或购买。如果您需要这样的信息，我建议您联系专业的市场研究公司或使用商业数据库服务，如Bloomberg、Thomson Reuters、Hoovers等，这些服务通常提供详细的供应商和市场分析数据。此外，您也可以考虑参加行业展会或直接联系行业协会以获取相关信息。\tselect\n    s_acctbal,\n    s_name,\n    n_name,\n    p_partkey,\n    p_mfgr,\n    s_address,\n    s_phone,\n    s_comment\nfrom\n    part,\n    supplier,\n    partsupp,\n    nation,\n    region\nwhere\n    p_partkey = ps_partkey\n    and s_suppkey = ps_suppkey\n    and p_size = 15\n    and p_type like '%BRASS'\n    and s_nationkey = n_nationkey\n    and n_regionkey = r_regionkey\n    and r_name = 'EUROPE'\n    and ps_supplycost = (\n        select\n            min(ps_supplycost)\n        from\n            partsupp,\n            supplier,\n            nation,\n            region\n        where\n            p_partkey = ps_partkey\n            and s_suppkey = ps_suppkey\n            and s_nationkey = n_nationkey\n            and n_regionkey = r_regionkey\n            and r_name = 'EUROPE'\n    )\norder by\n    s_acctbal desc,\n    n_name,\n    s_name,\n    p_partkey LIMIT 100;
What is the percentage of revenue that came from promotional parts (those having type starting with 'PROMO') shipped in September 1995?\tSELECT \n  (SUM(l.l_extendedprice * (1 - l.l_discount)) / \n  (SELECT \n    SUM(l.l_extendedprice * (1 - l.l_discount)) \n  FROM \n    SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l \n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p ON l.l_partkey = p.p_partkey \n  WHERE \n    p.p_type LIKE 'PROMO%') * 100) AS promo_sales_pct\nFROM \n  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l \n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p ON l.l_partkey = p.p_partkey \n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey \nWHERE \n  p.p_type LIKE 'PROMO%'\n  AND o.o_orderdate >= DATEADD(month, -2, '1995-10-01')\n  AND o.o_orderdate < DATEADD(month, 1, '1995-10-01');
1995年9月发货的促销部件（类型以'PROMO'开头的部件）产生的收入占总收入的比例是多少？\tSELECT \n  (SUM(l.l_extendedprice * (1 - l.l_discount)) / \n  (SELECT \n    SUM(l.l_extendedprice * (1 - l.l_discount)) \n  FROM \n    SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l \n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p ON l.l_partkey = p.p_partkey \n  WHERE \n    p.p_type LIKE 'PROMO%') * 100) AS promo_sales_pct\nFROM \n  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l \n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p ON l.l_partkey = p.p_partkey \n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey \nWHERE \n  p.p_type LIKE 'PROMO%'\n  AND o.o_orderdate >= DATEADD(month, -2, '1995-10-01')\n  AND o.o_orderdate < DATEADD(month, 1, '1995-10-01');
Who are the top 5 customers in the United States?\tSELECT c.c_name as customer_name,\n       sum(l.l_extendedprice * (1 - l.l_discount)) as total_sales\nFROM   snowflake_sample_data.tpch_sf1.lineitem l join snowflake_sample_data.tpch_sf1.orders o\n        ON l.l_orderkey = o.o_orderkey join snowflake_sample_data.tpch_sf1.customer c\n        ON o.o_custkey = c.c_custkey join snowflake_sample_data.tpch_sf1.nation n\n        ON c.c_nationkey = n.n_nationkey\nWHERE  n.n_name = 'UNITED STATES'\nGROUP BY customer_name\nORDER BY total_sales desc limit 5;
美国前五名客户是谁？\tSELECT c.c_name as customer_name,\n       sum(l.l_extendedprice * (1 - l.l_discount)) as total_sales\nFROM   snowflake_sample_data.tpch_sf1.lineitem l join snowflake_sample_data.tpch_sf1.orders o\n        ON l.l_orderkey = o.o_orderkey join snowflake_sample_data.tpch_sf1.customer c\n        ON o.o_custkey = c.c_custkey join snowflake_sample_data.tpch_sf1.nation n\n        ON c.c_nationkey = n.n_nationkey\nWHERE  n.n_name = 'UNITED STATES'\nGROUP BY customer_name\nORDER BY total_sales desc limit 5;
What are the number of countries in each region, in descending order?\tSELECT r.r_name AS region_name, COUNT(DISTINCT n.n_name) AS num_countries\nFROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r \nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON r.r_regionkey = n.n_regionkey\nGROUP BY region_name\nORDER BY num_countries DESC
各地区国家数量按降序排列如下：\tSELECT r.r_name AS region_name, COUNT(DISTINCT n.n_name) AS num_countries\nFROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r \nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON r.r_regionkey = n.n_regionkey\nGROUP BY region_name\nORDER BY num_countries DESC
What are the top 3 customers by sales ranking for each of the top 2 regions by total sales?\tWITH\n  sales_by_region AS (\n    SELECT\n      r.r_name AS region_name,\n      c.c_name AS customer_name,\n      SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales\n    FROM\n      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey\n    GROUP BY\n      region_name,\n      customer_name\n  ),\n  ranked_sales AS (\n    SELECT\n      region_name,\n      customer_name,\n      total_sales,\n      RANK() OVER (\n        PARTITION BY region_name\n        ORDER BY total_sales DESC\n      ) AS sales_rank\n    FROM\n      sales_by_region\n  )\nSELECT *\nFROM ranked_sales\nWHERE region_name IN (\n  SELECT\n    r.r_name\n  FROM\n    SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey\n  GROUP BY\n    r.r_name\n  ORDER BY\n    SUM(l.l_extendedprice * (1 - l.l_discount)) DESC\n  LIMIT 2\n)\nAND sales_rank <= 3;
每个销售总额排名前两位的地区，其销售额排名前三的客户分别是哪些？\tWITH\n  sales_by_region AS (\n    SELECT\n      r.r_name AS region_name,\n      c.c_name AS customer_name,\n      SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales\n    FROM\n      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey\n      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey\n    GROUP BY\n      region_name,\n      customer_name\n  ),\n  ranked_sales AS (\n    SELECT\n      region_name,\n      customer_name,\n      total_sales,\n      RANK() OVER (\n        PARTITION BY region_name\n        ORDER BY total_sales DESC\n      ) AS sales_rank\n    FROM\n      sales_by_region\n  )\nSELECT *\nFROM ranked_sales\nWHERE region_name IN (\n  SELECT\n    r.r_name\n  FROM\n    SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey\n    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey\n  GROUP BY\n    r.r_name\n  ORDER BY\n    SUM(l.l_extendedprice * (1 - l.l_discount)) DESC\n  LIMIT 2\n)\nAND sales_rank <= 3;
What are the names of the top three customers in terms of total sales?\tSELECT c.c_name AS customer_name, SUM(l.l_quantity * l.l_extendedprice) AS total_sales\nFROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON c.c_custkey = o.o_custkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l ON o.o_orderkey = l.l_orderkey\nGROUP BY customer_name\nORDER BY total_sales DESC\nLIMIT 3
销售额排名前三的客户名称是什么？\tSELECT c.c_name AS customer_name, SUM(l.l_quantity * l.l_extendedprice) AS total_sales\nFROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON c.c_custkey = o.o_custkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l ON o.o_orderkey = l.l_orderkey\nGROUP BY customer_name\nORDER BY total_sales DESC\nLIMIT 3
What is the most common shipment modes for failed orders ?\tSELECT l_shipmode,\n                   count(DISTINCT o.o_orderkey) as failed_orders\nFROM   snowflake_sample_data.tpch_sf1.orders o\njoin   snowflake_sample_data.tpch_sf1.lineitem l \n       ON l.l_orderkey = o.o_orderkey\nWHERE  o.o_orderstatus = 'F'\nGROUP BY l_shipmode\nORDER BY failed_orders desc\n
失败订单最常用的运输方式是什么？\tSELECT l_shipmode,\n                   count(DISTINCT o.o_orderkey) as failed_orders\nFROM   snowflake_sample_data.tpch_sf1.orders o\njoin   snowflake_sample_data.tpch_sf1.lineitem l \n       ON l.l_orderkey = o.o_orderkey\nWHERE  o.o_orderstatus = 'F'\nGROUP BY l_shipmode\nORDER BY failed_orders desc\n
What are the top 10 customers that have the highest value of returned brass parts in Europe?\tSELECT c.c_name AS customer_name, SUM(l.l_extendedprice * l.l_discount) AS returned_parts_gross_value\nFROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.SUPPLIER s ON l.l_suppkey = s.s_suppkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON s.s_nationkey = n.n_nationkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey\nWHERE l.l_returnflag = 'R' AND r.r_name = 'EUROPE' AND l.l_partkey IN (\n    SELECT p.p_partkey FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p\n    WHERE p.p_type LIKE '%BRASS%'\n) \nGROUP BY customer_name\nORDER BY returned_parts_gross_value DESC\nLIMIT 10
欧洲地区退回黄铜零件价值最高的十大客户有哪些？\tSELECT c.c_name AS customer_name, SUM(l.l_extendedprice * l.l_discount) AS returned_parts_gross_value\nFROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.SUPPLIER s ON l.l_suppkey = s.s_suppkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON s.s_nationkey = n.n_nationkey\nJOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey\nWHERE l.l_returnflag = 'R' AND r.r_name = 'EUROPE' AND l.l_partkey IN (\n    SELECT p.p_partkey FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p\n    WHERE p.p_type LIKE '%BRASS%'\n) \nGROUP BY customer_name\nORDER BY returned_parts_gross_value DESC\nLIMIT 10
how many orders were placed per week, how many orders were placed 12 weeks ago?\tSELECT date_trunc('week', o_orderdate) as week_start,\n       count(*) as number_of_orders,\n       count(case when o_orderdate >= dateadd('week', -12, date_trunc('week', current_date())) and\n                       o_orderdate < dateadd('week',\n                                             -11,\n                                             date_trunc('week', current_date())) then o_orderkey\n                  else null end) as number_of_orders_12_weeks_ago\nFROM   snowflake_sample_data.tpch_sf1.orders\nGROUP BY week_start\nORDER BY week_start asc
每周有多少订单？12周前有多少订单？\tSELECT date_trunc('week', o_orderdate) as week_start,\n       count(*) as number_of_orders,\n       count(case when o_orderdate >= dateadd('week', -12, date_trunc('week', current_date())) and\n                       o_orderdate < dateadd('week',\n                                             -11,\n                                             date_trunc('week', current_date())) then o_orderkey\n                  else null end) as number_of_orders_12_weeks_ago\nFROM   snowflake_sample_data.tpch_sf1.orders\nGROUP BY week_start\nORDER BY week_start asc
What are the total sales for each year for the most popular part?\tSELECT \n  TO_CHAR(o.o_orderdate, 'YYYY') AS order_year, \n  SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales\nFROM \n  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p ON l.l_partkey = p.p_partkey\nWHERE \n  p.p_name = (\n    SELECT \n      p_name \n    FROM \n      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART \n    JOIN \n      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM ON p_partkey = l_partkey \n    GROUP BY \n      p_name \n    ORDER BY \n      SUM(l_quantity) DESC \n    LIMIT 1\n  )\nGROUP BY \n  order_year\nORDER BY \n  order_year;
每年最畅销产品的总销售额是多少？\tSELECT \n  TO_CHAR(o.o_orderdate, 'YYYY') AS order_year, \n  SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales\nFROM \n  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l\n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey\n  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p ON l.l_partkey = p.p_partkey\nWHERE \n  p.p_name = (\n    SELECT \n      p_name \n    FROM \n      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART \n    JOIN \n      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM ON p_partkey = l_partkey \n    GROUP BY \n      p_name \n    ORDER BY \n      SUM(l_quantity) DESC \n    LIMIT 1\n  )\nGROUP BY \n  order_year\nORDER BY \n  order_year;
